,Label,  Text,
715,ham,When i have stuff to sell i.ll tell you,When i have stuff to sell i.ll tell you
716,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
717,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
718,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
719,ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
720,ham,Oh is it? Send me the address,Oh is it? Send me the address
721,ham,S'fine. Anytime. All the best with it.,S'fine. Anytime. All the best with it.
722,ham,That is wondar full flim.,That is wondar full flim.
723,ham,Ya even those cookies have jelly on them,Ya even those cookies have jelly on them
724,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.","The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
725,ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,Got it! It looks scrumptious... daddy wants to eat you all night long!
726,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
727,ham,"Alright omw, gotta change my order to a half8th","Alright omw, gotta change my order to a half8th"
728,ham,Exactly. Anyways how far. Is jide her to study or just visiting,Exactly. Anyways how far. Is jide her to study or just visiting
729,ham,Dunno y u ask me.,Dunno y u ask me.
730,spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
731,ham,No he didn't. Spring is coming early yay!,No he didn't. Spring is coming early yay!
732,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
733,ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
734,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
735,ham,Then why no one talking to me,Then why no one talking to me
736,ham,Thanks for looking out for me. I really appreciate.,Thanks for looking out for me. I really appreciate.
737,spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
738,ham,Wish i were with you now!,Wish i were with you now!
739,ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
740,ham,Yes i will be there. Glad you made it.,Yes i will be there. Glad you made it.
741,ham,Do well :)all will for little time. Thing of good times ahead:,Do well :)all will for little time. Thing of good times ahead:
742,ham,Just got up. have to be out of the room very soon. ‰Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,Just got up. have to be out of the room very soon. ‰Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
743,ham,Ok. There may be a free gym about.,Ok. There may be a free gym about.
744,ham,Men like shorter ladies. Gaze up into his eyes.,Men like shorter ladies. Gaze up into his eyes.
745,ham,Dunno he jus say go lido. Same time 930.,Dunno he jus say go lido. Same time 930.
746,ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!","I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
747,spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795
748,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
749,ham,By monday next week. Give me the full gist,By monday next week. Give me the full gist
750,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?","Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
751,spam,You have an important customer service announcement from PREMIER.,You have an important customer service announcement from PREMIER.
752,ham,Dont gimme that lip caveboy,Dont gimme that lip caveboy
753,ham,When did you get to the library,When did you get to the library
754,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
755,ham,So why didnt you holla?,So why didnt you holla?
756,ham,Cant think of anyone with * spare room off * top of my head,Cant think of anyone with * spare room off * top of my head
757,ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!","Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
758,ham,U should have made an appointment,U should have made an appointment
759,ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts","Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
760,spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.","Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
761,ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.","We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
762,spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
763,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
764,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""","Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
765,spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
766,ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...","I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
767,ham,"Sorry, I'll call later","Sorry, I'll call later"
768,ham,I cant pick the phone right now. Pls send a message,I cant pick the phone right now. Pls send a message
769,ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
770,ham,Not getting anywhere with this damn job hunting over here!,Not getting anywhere with this damn job hunting over here!
771,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
772,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row","idc get over here, you are not weaseling your way out of this shit twice in a row"
773,ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,I wil be there with in  &lt;#&gt;  minutes. Got any space
774,ham,Just sleeping..and surfing,Just sleeping..and surfing
775,ham,Thanks for picking up the trash.,Thanks for picking up the trash.
776,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
777,ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""","\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
778,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
